subject	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total
631a671f6dce7ca99b95bc65	25	25	12.5	25	87.5
631a68ee10ec68377cb03457	25	25	25	25	100
631b4046bdc5a163accc0c01	12.5	12.5	25	12.5	62.5
631b593a9bb21bb86ea260a7	25	25	25	25	100
631b66847990076d05887914	12.5	12.5	12.5	12.5	50
631bb11a022ba038ef69e7b1	-25	12.5	0	25	12.5
631bcfaa7faf35d3abb91cbc	25	25	25	12.5	87.5
631c790a9061cd8137fd215b	25	25	25	25	100
631db394e0e9e27b3d1dbcb7	-25	12.5	-25	-12.5	-50
631e3ba1714b8e7f8fe9338d	-25	-25	-12.5	-12.5	-75
631f626c1a2be3cc3d2069d8	12.5	12.5	12.5	12.5	50
631fc3e54c3c0515402fdd17	25	25	25	12.5	87.5
63211a687695b2182a38207f	25	25	0	25	75
63222da004d65dff83fd1de4	25	12.5	12.5	12.5	62.5
63235c5bf70d8e4f79b205cd	12.5	12.5	12.5	12.5	50
6323781f75962af097c34b5e	25	25	25	25	100
6323a90c380df6eb64255d6f	-25	12.5	-25	-25	-62.5
632436c12617a96bb55a2ca8	25	12.5	25	25	87.5
63287f5ea8e0224fe5713a99	-25	-25	-25	-25	-100
632f7d0761bce49001d13953	-25	-25	-25	-25	-100
6330aa1c7f5f79e3707b7ea6	-25	12.5	-25	-25	-62.5
6330e50102d0e9d363d139b2	-25	12.5	12.5	0	0
6330f30b973410dadd20eb64	25	25	12.5	25	87.5
6333813956b0fd924b64a4d0	25	25	25	25	100
6335d094ca5827c5d63b143f	-25	-25	-12.5	-25	-87.5
63364a0b05a5637e0d804173	-12.5	12.5	0	-25	-25
6337b9604370dd57643b81a0	-25	25	-12.5	-25	-37.5
6339759d40c0cfec41fac4cb	25	25	25	25	100
633b59423091867d3a41f0f5	25	12.5	12.5	12.5	62.5
633d9eb9721ed1d1b6df11af	25	25	25	25	100
633dc8e5addedfeac9a74b22	-25	-25	-25	-25	-100
633f2cfe0245c5a667fb5b24	25	25	0	25	75
6340b7955ab968e4426eb476	0	0	-12.5	-12.5	-25
6340d2fa46f2d707e146b63b	25	12.5	12.5	0	50
634694a1401b066cb71e4c82	25	25	25	25	100
63469e0a9552017beb3cfb82	-25	-25	-25	-25	-100
6346dbb7ecb073d075e68282	25	25	12.5	0	62.5
634811ed1f5bcbea7adcaf69	-25	-25	-25	-25	-100
6348295691ff6d632a509172	-25	25	0	-25	-25
6348845d31edff3dff1b7799	-25	-25	-12.5	-12.5	-75
634ef87aec0966557c825573	25	25	25	25	100
6350714b7f29a002b46db87a	25	25	12.5	25	87.5
6352b3c968388ef86f3556db	25	25	12.5	25	87.5
635407b0f2c5045f78bd9326	25	25	12.5	12.5	75
6355a48fb367b431249c045e	0	0	0	0	0
636147ff2f921de691b08404	-25	-25	-25	-25	-100
636148217a1f9023ebbd13a0	-25	-25	-25	-12.5	-87.5
63614ad9841a7d16ad04512a	12.5	12.5	0	12.5	37.5
63615e9372b4e1caf8f9585b	-25	-12.5	-25	-25	-87.5
636162be3bacd9edefc8d894	25	12.5	12.5	12.5	62.5
63616c4bc6ecb76a9f0a5f21	25	25	25	25	100
6362406ab7caf5fc96bb61c8	-25	25	25	25	50
63657781c04fe648496b9bab	12.5	12.5	12.5	12.5	50
636577d277247b6a9c0dc54c	-12.5	25	-25	-25	-37.5
6365b9324ce52c4f38eed7a0	-12.5	25	25	25	62.5
6369dd3bd6a643dc7b42ce62	25	25	12.5	-25	37.5
6369dde997d20e154ecb11a9	25	25	25	25	100
636bd30e14a5a0787697f56b	25	12.5	25	25	87.5
637e2bd24d13fb0cec625f66	25	-12.5	25	25	62.5
637eb25c87f98741f9619017	-25	12.5	-25	-25	-62.5
637f6bafe24842778822e9f8	-25	-25	-25	-25	-100
638e39edc03272bc8071cbb6	-25	-12.5	-12.5	-12.5	-62.5
